Episode,SPS
0,740.2583833392164
1,957.6036529680365
2,886.5575988163179
3,1186.1719457013576
4,1258.4170417041705
5,958.4789762340037
6,1122.9729585006694
7,1120.5728025647877
8,1239.451536643026
9,1430.5266030013643
10,1279.1412015858493
11,1312.360450563204
12,1274.0899149453219
13,1303.7935965184954
14,1359.5799027552673
15,1321.0406299212598
16,1059.4352109118465
17,830.7197464844523
18,1227.84074941452
19,1344.7592176979801
20,1360.9033095392601
21,1437.3899931459905
22,730.7149825783972
23,1231.4456840869054
24,858.7846027846028
25,1304.60466562986
26,972.9306425423335
27,1483.659002476123
28,1586.3479576399395
29,1601.4906452844598
30,1633.9322165952474
31,1656.518167456556
32,1961.7885874649205
33,1792.4376068376068
34,2049.000488519785
35,1900.4549161758043
36,1902.1786848072563
37,1832.3739624290083
38,2035.0819990295972
39,1911.7155879671832
40,1876.6460850111857
41,1575.0296657904619
42,934.9763709317878
43,1536.3750915750916
44,1992.5434679334917
45,1809.4495254529768
46,1981.248937175248
47,1897.875113122172
48,2035.0819990295972
49,1554.5974796145292
50,1807.1107281344248
51,1930.1905200184078
52,1760.832913518052
53,1750.5442404006678
54,1430.5266030013643
55,1670.3719633612106
56,1681.0837675350701
57,1884.2336028751124
58,1947.2163416898793
59,1975.649552520019
60,1818.0771564802774
61,2179.991683991684
62,1873.293434569004
63,1907.368804001819
64,1998.2391615054787
65,1973.7901176470589
66,2185.6717040125063
67,299.70017863522685
68,438.9643118785976
69,1005.8282973621103
70,1735.3347124534546
71,1885.0804494382023
72,2288.218221494817
73,2106.631843294827
74,2219.2084656084658
75,773.9996309282155
76,1242.7567407407407
77,1340.0332268370607
78,1462.4490934449093
79,1431.0146707608326
80,1499.5723989989274
81,1510.372344256392
82,1533.0058479532163
83,1545.4325718496684
84,1483.1343705799152
85,1516.3788864786695
86,1360.9033095392601
87,796.3364344028859
88,1168.6553357481193
89,1448.3093922651933
90,1403.2465707594513
91,1609.4796623177283
92,1195.9806102081552
93,1378.7981591058515
94,1547.142751752121
95,1556.3280148423005
96,1515.2832369942196
97,1465.0031435557107
98,1506.5747126436781
99,1555.7507418397627
100,356.4463329650718
101,603.2365885229398
102,1085.4824016563148
103,582.2187673514715
104,813.9538133126334
105,1390.684350132626
106,1589.3535430087154
107,1596.0060882800608
108,1795.5068493150684
109,1993.490494296578
110,1693.2999596285829
111,1797.8156879554222
112,1780.264855687606
113,1707.083435083435
114,1381.9782537067545
115,1483.659002476123
116,1737.4913007456503
117,1871.6215975011155
118,1964.5451990632318
119,1897.0167345092718
120,2004.925430210325
121,1914.333181195801
122,1914.333181195801
123,1721.0931473122691
124,1487.3418439716313
125,1914.333181195801
126,1808.6692539887883
127,1829.1774967291758
128,1969.156807511737
129,2018.4331087584217
130,1854.2458001768346
131,2017.4622414622415
132,2185.6717040125063
133,1553.4459259259258
134,1938.2181146025878
135,1721.0931473122691
136,1116.3971253659836
137,1238.719432959244
138,1735.3347124534546
139,2038.0485908649173
140,2123.6982278481014
141,2115.130610186586
142,2024.2779922779923
143,2065.1422944362384
144,2250.1630901287554
145,2019.4049109292248
146,2112.9994962216624
147,2031.1399515738499
148,2152.0287326834273
149,2175.46887966805
150,237.73190500481778
151,293.4721522530087
152,748.5818311618775
153,675.411272141707
154,1202.4954128440368
155,1134.2087614926988
156,733.5264078349073
157,1211.526285384171
158,1314.828840125392
159,763.8506647240939
160,832.5335450575625
161,887.3078062195896
162,864.2703482382032
163,882.0828601472134
164,1279.9218797680805
165,1527.4231609613985
166,1563.2888557584793
167,1758.6180293501047
168,1563.8717375093213
169,1422.7625508819538
170,1455.850052065255
171,1505.4931801866476
172,1555.7507418397627
173,1578.586375611592
174,1686.4913550462404
175,1833.9763882815917
176,1588.149943203332
177,1281.4860983806905
178,802.8912710566616
179,1758.6180293501047
180,1720.3872026251026
181,1748.3551479783243
182,1849.3403880070546
183,1891.8827244023455
184,2128.0081177067477
185,1164.7608997500695
186,1702.9248883475436
187,1935.534840793724
188,1466.5398601398601
189,1884.2336028751124
190,1855.8867256637168
191,1808.6692539887883
192,1095.6907001044933
193,1755.673503557974
194,1094.8326807622032
195,1616.9252120277563
196,1963.625468164794
197,2025.2554321583775
198,2008.766283524904
199,1950.839069767442
200,2031.1399515738499
201,2078.445986124876
202,2089.837568510214
203,1921.3486028401283
204,1937.3228637413395
205,2141.043389484431
206,1870.7867975022302
207,1769.002108814846
208,1655.8641926569285
209,1931.9686780285583
210,1998.2391615054787
211,1804.777969018933
212,2084.6441351888666
213,496.54362495560554
214,769.3147468818782
215,921.2176586865803
216,1146.2978955998906
217,1465.0031435557107
218,1998.2391615054787
219,1309.4923509210116
220,1743.2684954280965
221,2095.056943056943
222,1994.4384213029007
223,2060.0707269155205
224,1978.445283018868
225,906.6805015131863
226,1166.056157909369
227,1305.8231631382316
228,1043.6188106494153
229,682.7777958652124
230,1112.2524529302573
231,1434.4404924760602
232,1410.7985200134544
233,1476.347764871524
234,1413.1752021563343
235,1268.6944948578343
236,944.0252081926626
237,1304.60466562986
238,1505.4931801866476
239,1487.8694572543454
240,1292.9420468557337
241,1527.9795992714025
242,1450.8142511241786
243,1499.5723989989274
244,1651.9511618747538
245,1527.4231609613985
246,1569.7245508982037
247,1556.3280148423005
248,1661.7686212361332
249,718.3257407090255
250,1107.8457474907555
251,1070.7949961705388
252,1363.1147221319468
253,1587.54882664648
254,238.5024451268054
255,331.7753520012656
256,691.6728232189973
257,1481.5626986930413
258,1464.491620111732
259,1388.8423841059603
260,1594.186240973014
261,1837.1896627244853
262,1371.5840418574232
263,1529.6513493800146
264,1817.2894280762564
265,1795.5068493150684
266,1706.3889340927583
267,1757.880972338642
268,1746.8987921699293
269,1820.4444444444443
270,1727.4728171334432
271,1935.534840793724
272,2007.8046912398277
273,1921.3486028401283
274,1098.5605028810896
275,1495.8288159771755
276,1806.3324720068906
277,1917.8344764517603
278,1945.4100185528757
279,1441.3415807560139
280,1342.606914212548
281,1414.6050590219224
282,1612.5736255286429
283,1678.3929571828733
284,1573.2573143285822
285,1438.3758573388202
286,1425.6641740312712
287,1435.9137281752824
288,1723.9227291409782
289,1991.5973409306744
290,1619.4223938223938
291,750.1885172598819
292,664.0759974667511
293,1526.311499272198
294,2055.0240078392944
295,1989.707779886148
296,2026.2338164251207
297,1984.9995267392333
298,2454.2445874780574
299,2278.2748506246603
300,1078.5044998714322
301,1075.738394460118
302,1235.4356406480117
303,1053.3159216474135
304,1105.801212760348
305,829.2415974693555
306,1078.5044998714322
307,1139.4468894322195
308,959.1365195517951
309,1270.2313749242883
310,1262.964167419452
311,678.0316844487553
312,534.7149413564508
313,990.624468587624
314,636.5615419638792
315,873.0857618651124
316,1243.8623962040333
317,1349.9530093337626
318,1384.2587458745875
319,835.0197093370496
320,1079.059428865449
321,1332.7944073721005
322,1306.6367601246106
323,1351.6932001289076
324,1390.684350132626
325,1123.5746048754354
326,1348.650803858521
327,1181.8269935193011
328,1254.6527071492671
329,1450.3125864453666
330,1452.3213296398892
331,1513.6427282569468
332,1570.9003745318353
333,1442.3328748280605
334,1281.877750611247
335,1456.3555555555556
336,327.60321799578224
337,440.208228379513
338,843.2456775231202
339,1305.8231631382316
340,1608.862293824319
341,1513.6427282569468
342,1576.2134535888763
343,1734.6170388751034
344,1583.95166163142
345,1633.9322165952474
346,1678.3929571828733
347,1800.90339201374
348,1774.2402707275803
349,1853.4264250994256
350,2051.004400977995
351,1795.5068493150684
352,1954.475302889096
353,1782.534636634084
354,1881.697622252131
355,1854.2458001768346
356,1740.3751037344398
357,516.5399014778325
358,748.9828571428571
359,1452.824385174922
360,1303.7935965184954
361,992.969696969697
362,1471.6856140350876
363,1436.8975676601576
364,1648.7044025157234
365,1524.6470374409305
366,1543.158204562178
367,1271.386480751743
368,1616.9252120277563
369,1587.54882664648
370,1631.3901205756515
371,1695.3532740501212
372,1821.234910985671
373,1678.3929571828733
374,1717.5692055692057
375,627.0449992525041
376,899.4861677031954
377,490.2751607247224
378,635.4043326768672
379,711.7434244018327
380,698.2360579324122
381,1063.7342125285315
382,1072.9864415451523
383,1111.9575821845176
384,837.353563585546
385,565.4224858452413
386,880.9712245326612
387,890.6995115735825
388,815.0610182666148
389,532.6776733553467
390,659.8967904342354
391,1110.1916357861303
392,965.5395948434623
393,1024.5002442598925
394,1200.086981402003
395,1154.819383259912
396,1198.7150614461275
397,1145.0461370461371
398,1372.4816753926702
399,1487.8694572543454
400,1501.7200143215182
401,1524.093023255814
402,1544.8633517495396
403,1468.593837535014
404,1720.3872026251026
405,1250.165126676602
406,970.6790094885444
407,754.0999640417116
408,817.7625268083447
409,700.8026733500418
410,1287.781393920786
411,1458.3810848400556
412,899.8721304441107
413,1168.3298050139276
414,835.6851962542339
415,760.113084450888
416,1909.9744990892532
417,2045.0043881033641
418,1963.625468164794
419,2091.9221945137156
420,2102.4080200501253
421,2125.8509883426254
422,1635.8439937597504
423,1525.2014545454545
424,1086.8888313034465
425,1550.5744916820702
426,2029.1746492501209
427,1957.2113859076062
428,2002.054415274463
429,2240.5470085470088
430,2585.8840937114674
431,2183.396147839667
432,2187.9520083463744
433,2063.110673880964
434,2225.0949602122014
435,2089.837568510214
436,2057.0397253555666
437,2005.8842659014826
438,1691.9338442920532
439,1476.867605633803
440,1904.770208900999
441,2153.1334702258728
442,2157.5637860082306
443,2097.152
444,2165.360867320599
445,1719.681836818368
446,2245.3447537473235
447,2261.080323450135
448,2279.513043478261
449,2313.46056260342
450,1146.9248017500684
451,1495.8288159771755
452,1353.8747579083279
453,970.0055504162813
454,1205.9528464634848
455,1210.8267898383372
456,1589.956027293404
457,988.0574793875147
458,278.8209798577411
459,374.35772938236346
460,701.9755648535565
461,1261.065544197234
462,1305.416744475568
463,1427.119428376999
464,1673.0370961308336
465,1201.1179839633448
466,1026.0039138943248
467,1757.1445328864684
468,1637.760249902382
469,1733.1834710743801
470,1683.107544141252
471,1611.9538816295158
472,1784.0510421097406
473,1696.038819247877
474,1835.5816192560176
475,1475.8282899366643
476,1315.6537013801756
477,1343.0368235670828
478,1378.3450542228065
479,1323.959595959596
480,890.132427843803
481,763.8506647240939
482,1328.5726955970858
483,1378.7981591058515
484,1527.9795992714025
485,1580.3707611152977
486,1653.9053627760252
487,1769.748523206751
488,1684.459437751004
489,1797.8156879554222
490,1660.4528899445763
491,1685.813504823151
492,1653.2534489554591
493,737.6545902215969
494,879.1247118004611
495,1326.891490034799
496,431.7792876261066
497,694.3062406886277
498,818.2411236831838
499,1026.757405140759
500,1266.778616732105
501,1431.0146707608326
502,1735.3347124534546
503,1733.8999586606035
504,1763.7947855340622
505,2111.9355488418933
506,1748.3551479783243
507,1663.086439333862
508,1806.3324720068906
509,1730.3234323432343
510,1724.6315789473683
511,1862.4795737122558
512,1910.8446469248292
513,1734.6170388751034
514,1952.655493482309
515,1735.3347124534546
516,1752.7388215628919
517,1821.234910985671
518,1796.2758029978586
519,1901.3164097914778
520,1891.8827244023455
521,1789.3788395904437
522,1846.8974020255393
523,1983.1224586288415
524,1736.7718426501035
525,504.6082771896054
526,991.7956963821234
527,995.0899169632265
528,1102.893505127531
529,1173.8886090120347
530,1223.5425904317385
531,1116.3971253659836
532,1252.4048969841745
533,1246.8204518430439
534,1301.3664287930499
535,1304.60466562986
536,1402.3082581076562
537,1374.2804718217562
538,1484.1840056617127
539,1277.1936662606577
540,1268.310855760508
541,1395.7750415973378
542,1412.6992253283934
543,658.2397991211551
544,864.4484748557296
545,1158.0077305356158
546,1346.4860353130016
547,1119.0779082177162
548,770.4452608376193
549,732.245810055866
550,1015.8159360620004
551,809.554912179116
552,1027.0088148873654
553,704.3331654072208
554,1096.5500653594772
555,1190.8869960249858
556,1351.6932001289076
557,326.93927819783306
558,327.39864179220984
559,901.2256123764504
560,1208.036866359447
561,1272.9298937784522
562,1241.6530491415037
563,1239.451536643026
564,1377.892247043364
565,1351.2577319587629
566,1511.460900900901
567,1302.5788819875777
568,1411.2732166890983
569,1361.345017851347
570,1508.1999280834232
571,1625.0693529639675
572,1770.4955677501055
573,1776.4947056332062
574,1763.7947855340622
575,1757.1445328864684
576,1763.7947855340622
577,1678.3929571828733
578,930.4134871339841
579,1054.9054325955735
580,1308.6751950078003
581,1716.866148178469
582,1840.4142167617376
583,1828.3801220575415
584,1603.3272171253823
585,1784.8102127659574
586,2197.1210057621793
587,1976.5805843543826
588,2345.807606263982
589,1903.9055832955062
590,1683.107544141252
591,2006.844019138756
592,2232.2001064395954
593,2098.201100550275
594,2272.104008667389
595,1870.7867975022302
596,2300.7701590784422
597,2377.7233560090704
598,2083.6085444610035
599,1286.596319018405
600,894.4986137769247
601,346.03613563237354
602,481.38459772753356
603,587.0264520643807
604,1132.3714902807776
605,1355.6250808015513
606,1070.5216947422155
607,1274.8644376899697
608,1375.6326664480157
609,1375.6326664480157
610,834.355281480008
611,693.8468155500414
612,718.0797808594418
613,1005.346116970278
614,1148.8096411941933
615,1173.231888111888
616,1048.0519740129935
617,1072.1635991820042
618,665.3401015228426
619,1074.9113275243465
620,1172.903803131991
621,1301.3664287930499
622,1106.9685932963844
623,1371.5840418574232
624,1427.119428376999
625,1376.5356087955365
626,882.8255104188592
627,1262.964167419452
628,1002.9421329507413
629,679.2395141700405
630,555.1692918596956
631,397.15026986080863
632,451.68037906525956
633,639.5706007929247
634,998.4060937871935
635,630.3432521791403
636,1226.046185325928
637,948.0795660036166
638,792.275028333963
639,854.7593234155288
640,898.3302634397087
641,873.4493960849646
642,883.755583649389
643,899.8721304441107
644,873.8133333333334
645,836.6854179134251
646,927.5329500221142
647,962.4378155117026
648,954.1182893539582
649,942.7520791189031
650,1185.5014132278122
651,1239.0853766617429
652,1341.3188359449953
653,1377.892247043364
654,1246.8204518430439
655,1199.7437070938215
656,1493.1662513349947
657,1632.0249027237355
658,1459.3959638135004
659,1223.185768445611
660,1580.3707611152977
661,944.8758729443568
662,1071.8895987733197
663,1039.7382250867624
664,1076.5667351129364
665,1061.0432582848468
666,1574.4384384384384
667,1543.7261685682738
668,1945.4100185528757
669,1903.0417422867513
670,2054.0176297747307
671,2051.004400977995
672,1822.8179052585833
673,2073.308947108255
674,2040.0311284046693
675,944.6630630630631
676,1088.8639667705088
677,1287.781393920786
678,1223.5425904317385
679,1081.5636926250645
680,965.0952600092039
681,1126.895217624933
682,1232.8935920047031
683,445.16068775206963
684,689.512411638994
685,1198.7150614461275
686,1453.8315424610053
687,1325.6333754740836
688,1374.2804718217562
689,1428.0912495743955
690,1382.4337508239946
691,784.8622754491018
692,1224.9719626168223
693,790.9304167452385
694,1074.9113275243465
695,1439.363074811256
696,764.6862351868733
697,827.1157562610925
698,1413.6514998314797
699,1533.0058479532163
700,1409.3763440860216
701,1693.2999596285829
702,1704.3088175538398
703,1875.8067978533095
704,1690.5699314792423
705,1715.4617586912066
706,1625.0693529639675
707,1668.378679395386
708,1462.4490934449093
709,1679.064851881505
710,1699.4748784440842
711,1473.75404075896
712,1366.2228013029317
713,1491.5732574679944
714,1661.7686212361332
715,1503.8737898888492
716,817.4437731436367
717,788.8478465299982
718,862.4931112482006
719,1095.6907001044933
720,1119.0779082177162
721,1174.8750700280111
722,1469.622985283812
723,517.6874845717107
724,681.6681293677881
725,1319.7935808684708
726,1556.90571640683
727,1728.1845900288422
728,1652.6020488573681
729,1659.139240506329
730,1685.136199276818
731,1677.7216
732,1461.9393516904845
733,1644.8250980392156
734,1591.1623672230653
735,1627.591773379899
736,1673.0370961308336
737,1689.8887993553585
738,1797.8156879554222
739,1274.0899149453219
740,1547.7136531365313
741,1698.0987854251011
742,1726.0510288065843
743,2004.925430210325
744,1796.2758029978586
745,1721.799671592775
746,1760.832913518052
747,1766.0227368421054
748,1504.9529960531038
749,1519.1249547265484
750,805.2033019773469
751,943.3882141250563
752,945.0887787291573
753,988.7562470532768
754,1003.6621201244317
755,897.3692768506633
756,956.2936616507068
757,930.0008869179601
758,938.5330051465652
759,880.416456759026
760,889.3774385072095
761,899.1005359056805
762,650.3805241122654
763,855.8057539277698
764,908.4479098982023
765,927.7381110373811
766,939.7947568899843
767,894.1172457898102
768,924.059043842256
769,900.8384879725086
770,978.3774201073012
771,1085.4824016563148
772,989.6894761680038
773,1022.5021940516821
774,1009.7024554646124
775,942.3284655133677
776,917.9916830816371
777,911.6070419474028
778,507.53920619554697
779,543.7262120819289
780,847.1629973742678
781,567.7953160958441
782,857.5555101206297
783,639.6681409181028
784,969.5570966250577
785,1109.6042328042329
786,1160.5711123408964
787,1101.4453781512605
788,1210.1281015579918
789,1194.6180575334663
790,766.5029239766081
791,937.2746368715084
792,1254.6527071492671
793,1315.6537013801756
794,1240.9183431952663
795,721.4145166838665
796,962.8797061524334
797,1320.624685138539
798,1437.3899931459905
799,1528.536443148688
800,1585.7482041587903
801,1814.1453287197232
802,1680.4102564102564
803,1899.5942028985507
804,1976.5805843543826
805,1592.9753133308013
806,1953.5649743828599
807,1912.5873233014136
808,934.7679964341431
809,1364.0013008130081
810,1726.7616303005352
811,1826.787456445993
812,1888.475461503827
813,2071.2612345679013
814,1603.3272171253823
815,1793.203933304831
816,1978.445283018868
817,409.16047214905865
818,490.21785881252924
819,1025.2515277438279
820,1627.591773379899
821,1478.429326753613
822,1714.0596648957908
823,1063.1949302915082
824,1243.8623962040333
825,525.4703081934352
826,873.4493960849646
827,1045.9610972568578
828,1115.5063829787234
829,1127.8042484538855
830,1152.2813186813187
831,1016.3082141991762
832,1086.8888313034465
833,1293.739666872301
834,1285.8074800735744
835,1208.7331412103747
836,1133.5956756756757
837,1180.496481846327
838,1258.7947178871548
839,1375.1816393442623
840,991.5612293144208
841,1314.828840125392
842,1329.8363982244769
843,1239.8179130948863
844,1474.790436005626
845,1321.4568367989918
846,1424.211884550085
847,1505.4931801866476
848,1412.223569023569
849,841.553772070626
850,754.9143268538517
851,261.148371832389
852,322.2916858767481
853,668.8413331207144
854,1473.2363891815946
855,1721.799671592775
856,1685.136199276818
857,1668.378679395386
858,1628.223602484472
859,1719.681836818368
860,1837.1896627244853
861,1679.73728474169
862,1600.2685997710798
863,1478.950634696756
864,1693.2999596285829
865,1591.7662239089184
866,1556.90571640683
867,1665.067090115125
868,981.1237426900585
869,1100.0010490427485
870,1175.8631903560415
871,1445.8131678731472
872,1567.3781763826607
873,1971.0075187969924
874,1696.038819247877
875,1890.1775574583146
876,1909.9744990892532
877,1897.875113122172
878,1906.5018181818182
879,2173.2145077720206
880,1940.0111008325625
881,2458.5603751465414
882,2073.308947108255
883,2221.5593220338983
884,2223.915164369035
885,2215.691494981511
886,2155.3463514902364
887,2154.2393425783257
888,2307.097909790979
889,2298.2487671232875
890,2328.875069405886
891,1798.5866209262435
892,2511.5592814371257
893,2520.6153846153848
894,2193.673640167364
895,2017.4622414622415
896,1445.8131678731472
897,2033.1090644692197
898,2162.0123711340207
899,2212.1856540084386
900,1036.3983197430196
901,1229.6405746115508
902,1246.8204518430439
903,1380.1592629154327
904,935.1848383500558
905,1068.3402954661233
906,885.6216216216217
907,952.3851044504995
908,809.2425236349604
909,1173.231888111888
910,1216.7983753988976
911,1252.778972520908
912,1291.7474591931013
913,1127.1980650362805
914,1119.9743658210948
915,1209.7790597057974
916,251.9252807976455
917,315.24269071777525
918,633.29367356183
919,587.1086226203807
920,542.811440403779
921,1197.3462746217529
922,722.1597796143251
923,174.0086292731497
924,938.9532124468324
925,1157.3686534216336
926,1322.707032481867
927,1193.5981787137166
928,1315.2411414236437
929,1383.8020455295282
930,1614.4357197844495
931,1563.2888557584793
932,1625.6992248062015
933,1529.093693036821
934,1071.615738375064
935,822.7351902706944
936,773.1435944700461
937,848.3624595469256
938,1481.0395480225989
939,1778.754877014419
940,240.19608292291835
941,332.80203126239786
942,870.7294996886029
943,1645.4703805413887
944,1778.0008478168716
945,1947.2163416898793
946,1751.2751565762005
947,1751.2751565762005
948,1791.6719350704827
949,1799.3582153582154
950,1812.5773552290407
951,1700.1637616538305
952,1351.6932001289076
953,1978.445283018868
954,2327.5826859045505
955,1450.8142511241786
956,1835.5816192560176
957,1909.1051433773328
958,2038.0485908649173
959,2013.588094095055
960,2003.0105062082139
961,2097.152
962,2242.9433155080214
963,2119.4057604850937
964,2299.5087719298244
965,2194.821559392988
966,1947.2163416898793
967,1276.416311625076
968,1698.0987854251011
969,1283.8396082032446
970,1433.46001367054
971,1531.3267615918219
972,2624.720901126408
973,2364.3201803833144
974,1888.475461503827
975,1126.5925329035724
976,1492.63487544484
977,1611.9538816295158
978,1536.3750915750916
979,1572.0779610194902
980,1809.4495254529768
981,1685.136199276818
982,1576.806015037594
983,1709.1703341483292
984,1685.813504823151
985,1784.8102127659574
986,1202.1507595299513
987,569.9557005027857
988,861.2533880903491
989,966.4294930875576
990,933.311971517579
991,988.7562470532768
992,1282.2696423112197
993,1612.5736255286429
994,1560.9616672869372
995,1742.5442459493145
996,1896.1591320072332
997,1855.0659000442283
998,1858.3535666814355
999,1866.623943035158
